timestamp,event_id,host,user,role,is_tester,event_category,source_ip,status,logon_type,process,crypto_op,privilege
2026-01-01 08:44:35,4624,SRV-02,admin1,admin,False,authentication,10.0.0.89,success,3.0,,,
2026-01-01 08:56:24,4688,WS-040,tester2,tester,True,process_activity,,,,chrome.exe,,
2026-01-01 08:57:15,5061,SRV-05,NETWORK_SERVICE,system,False,crypto_activity,,,,,crypto_operation,
2026-01-01 09:01:02,4768,WS-047,user6,employee,False,,10.0.0.136,,,,,
2026-01-01 09:01:42,4625,WS-017,user23,employee,False,authentication,10.0.0.105,failed,10.0,,,
2026-01-01 09:06:23,4634,WS-040,user1,employee,False,authentication,,logoff,,,,
2026-01-01 09:06:42,5058,WS-045,user29,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 09:12:08,4634,WS-024,user0,employee,False,authentication,,logoff,,,,
2026-01-01 09:22:39,4625,WS-022,user25,employee,False,authentication,10.0.0.86,failed,3.0,,,
2026-01-01 09:23:03,4688,WS-006,user9,employee,False,process_activity,,,,explorer.exe,,
2026-01-01 09:23:33,4634,WS-032,tester4,tester,True,authentication,,logoff,,,,
2026-01-01 09:24:01,4625,WS-001,user22,employee,False,authentication,10.0.0.155,failed,10.0,,,
2026-01-01 09:29:52,5058,WS-041,user28,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 09:32:29,4688,WS-022,user12,employee,False,process_activity,,,,cmd.exe,,
2026-01-01 09:33:14,4672,WS-002,user15,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 09:35:48,4624,WS-020,user21,employee,False,authentication,10.0.0.92,success,10.0,,,
2026-01-01 09:39:30,4625,WS-048,tester4,tester,True,authentication,192.168.1.58,failed,3.0,,,
2026-01-01 09:40:24,4624,WS-001,user22,employee,False,authentication,10.0.0.185,success,10.0,,,
2026-01-01 09:43:33,4625,SRV-08,svc_sql,system,False,authentication,,failed,3.0,,,
2026-01-01 09:43:35,4634,WS-010,user18,employee,False,authentication,,logoff,,,,
2026-01-01 09:54:49,5061,WS-019,user5,employee,False,crypto_activity,,,,,crypto_operation,
2026-01-01 09:58:09,5058,WS-027,user4,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 09:59:40,5058,WS-019,user5,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 10:00:02,5058,ADMIN-01,admin3,admin,False,crypto_activity,,,,,key_operation,
2026-01-01 10:05:17,4688,WS-041,user28,employee,False,process_activity,,,,cmd.exe,,
2026-01-01 10:07:30,5058,WS-019,user5,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 10:10:26,4769,WS-032,user17,employee,False,,10.0.0.198,,,,,
2026-01-01 10:12:02,4634,WS-045,user29,employee,False,authentication,,logoff,,,,
2026-01-01 10:13:16,4634,ADMIN-02,admin0,admin,False,authentication,,logoff,,,,
2026-01-01 10:14:14,4624,WS-031,user26,employee,False,authentication,10.0.0.135,success,10.0,,,
2026-01-01 10:17:40,4624,WS-034,user19,employee,False,authentication,10.0.0.27,success,2.0,,,
2026-01-01 10:28:14,4634,WS-015,user9,employee,False,authentication,,logoff,,,,
2026-01-01 10:28:56,4769,WS-032,user14,employee,False,,10.0.0.37,,,,,
2026-01-01 10:31:41,4768,WS-024,user0,employee,False,,192.168.1.21,,,,,
2026-01-01 10:32:07,4634,WS-048,user20,employee,False,authentication,,logoff,,,,
2026-01-01 10:33:44,5061,WS-034,user19,employee,False,crypto_activity,,,,,crypto_operation,
2026-01-01 10:35:00,4672,WS-020,user11,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 10:44:19,4625,WS-019,tester3,tester,True,authentication,10.0.0.19,failed,10.0,,,
2026-01-01 10:47:15,4634,WS-048,user20,employee,False,authentication,,logoff,,,,
2026-01-01 10:55:42,4648,WS-022,user7,employee,False,,10.0.0.31,,,,,
2026-01-01 10:57:21,4634,WS-009,user18,employee,False,authentication,,logoff,,,,
2026-01-01 10:57:42,4768,WS-048,user29,employee,False,,10.0.0.175,,,,,
2026-01-01 10:58:24,4688,WS-048,user20,employee,False,process_activity,,,,winlogon.exe,,
2026-01-01 10:59:13,4688,WS-048,user20,employee,False,process_activity,,,,explorer.exe,,
2026-01-01 11:04:36,4672,WS-022,user12,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 11:14:48,4648,WS-032,user14,employee,False,,192.168.1.49,,,,,
2026-01-01 11:15:31,4769,SRV-08,svc_sql,system,False,,,,,,,
2026-01-01 11:19:52,4769,WS-031,user26,employee,False,,10.0.0.173,,,,,
2026-01-01 11:21:47,4769,WS-047,user6,employee,False,,10.0.0.51,,,,,
2026-01-01 11:27:57,4634,WS-032,user14,employee,False,authentication,,logoff,,,,
2026-01-01 11:35:51,5061,WS-022,user7,employee,False,crypto_activity,,,,,crypto_operation,
2026-01-01 11:42:35,4769,WS-020,user10,employee,False,,10.0.0.186,,,,,
2026-01-01 11:46:44,4648,WS-045,user29,employee,False,,10.0.0.14,,,,,
2026-01-01 11:47:58,4769,WS-002,user15,employee,False,,10.0.0.54,,,,,
2026-01-01 11:48:45,4624,WS-031,user26,employee,False,authentication,10.0.0.181,success,10.0,,,
2026-01-01 11:51:41,4769,WS-017,user23,employee,False,,10.0.0.151,,,,,
2026-01-01 11:58:10,4624,WS-001,user22,employee,False,authentication,10.0.0.152,success,2.0,,,
2026-01-01 12:01:15,5058,WS-019,user5,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 12:08:04,5061,SRV-02,SYSTEM,system,False,crypto_activity,,,,,crypto_operation,
2026-01-01 12:10:34,4634,WS-036,user8,employee,False,authentication,,logoff,,,,
2026-01-01 12:23:11,4634,SRV-02,SYSTEM,system,False,authentication,,logoff,,,,
2026-01-01 12:26:46,4634,WS-027,user4,employee,False,authentication,,logoff,,,,
2026-01-01 12:39:40,5058,WS-020,user11,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 12:42:22,4624,WS-034,user19,employee,False,authentication,10.0.0.35,success,3.0,,,
2026-01-01 12:43:09,4634,SRV-02,SYSTEM,system,False,authentication,,logoff,,,,
2026-01-01 12:54:12,4634,WS-002,user17,employee,False,authentication,,logoff,,,,
2026-01-01 12:55:52,4624,WS-031,user2,employee,False,authentication,10.0.0.158,success,3.0,,,
2026-01-01 12:57:31,4688,WS-048,user20,employee,False,process_activity,,,,powershell.exe,,
2026-01-01 13:09:24,4624,WS-019,tester1,tester,True,authentication,10.0.0.81,success,2.0,,,
2026-01-01 13:14:27,4768,WS-022,user7,employee,False,,10.0.0.63,,,,,
2026-01-01 13:15:29,4625,WS-001,user27,employee,False,authentication,192.168.1.33,failed,3.0,,,
2026-01-01 13:15:54,4688,WS-004,user19,employee,False,process_activity,,,,powershell.exe,,
2026-01-01 13:30:36,4688,WS-017,user23,employee,False,process_activity,,,,svchost.exe,,
2026-01-01 13:30:58,4672,WS-021,tester1,tester,True,privilege_activity,,,,,,admin_assigned
2026-01-01 13:38:57,4672,WS-048,user20,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 13:39:14,4768,WS-042,user12,employee,False,,10.0.0.53,,,,,
2026-01-01 13:40:50,4624,WS-040,user1,employee,False,authentication,10.0.0.23,success,2.0,,,
2026-01-01 13:41:20,4624,WS-046,tester1,tester,True,authentication,10.0.0.81,success,10.0,,,
2026-01-01 13:46:37,4634,WS-019,user5,employee,False,authentication,,logoff,,,,
2026-01-01 13:48:53,4688,WS-025,user11,employee,False,process_activity,,,,services.exe,,
2026-01-01 13:50:46,4769,WS-040,user1,employee,False,,10.0.0.13,,,,,
2026-01-01 13:59:23,4672,WS-040,user1,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 14:04:32,4648,WS-029,tester3,tester,True,,10.0.0.177,,,,,
2026-01-01 14:05:16,4768,WS-022,user25,employee,False,,192.168.1.77,,,,,
2026-01-01 14:14:01,4648,WS-026,user5,employee,False,,10.0.0.76,,,,,
2026-01-01 14:16:53,4769,WS-028,user16,employee,False,,10.0.0.16,,,,,
2026-01-01 14:22:07,4625,WS-013,tester2,tester,True,authentication,10.0.0.121,failed,10.0,,,
2026-01-01 14:25:40,4688,WS-010,user18,employee,False,process_activity,,,,services.exe,,
2026-01-01 14:27:03,4634,SRV-10,admin3,admin,False,authentication,,logoff,,,,
2026-01-01 14:27:41,4625,WS-031,user19,employee,False,authentication,10.0.0.130,failed,3.0,,,
2026-01-01 14:27:55,4625,WS-050,user24,employee,False,authentication,10.0.0.107,failed,10.0,,,
2026-01-01 14:30:24,4688,WS-048,user20,employee,False,process_activity,,,,services.exe,,
2026-01-01 14:31:27,4688,WS-041,user28,employee,False,process_activity,,,,svchost.exe,,
2026-01-01 14:32:16,4688,WS-032,user14,employee,False,process_activity,,,,explorer.exe,,
2026-01-01 14:32:48,4625,WS-028,user16,employee,False,authentication,10.0.0.12,failed,3.0,,,
2026-01-01 14:35:48,4768,WS-020,user22,employee,False,,10.0.0.119,,,,,
2026-01-01 14:37:54,4769,SRV-02,SYSTEM,system,False,,,,,,,
2026-01-01 14:44:29,4634,WS-050,user24,employee,False,authentication,,logoff,,,,
2026-01-01 14:53:34,4648,WS-036,user8,employee,False,,10.0.0.92,,,,,
2026-01-01 14:59:20,4768,SRV-07,admin1,admin,False,,10.0.0.88,,,,,
2026-01-01 14:59:58,4769,WS-015,user9,employee,False,,10.0.0.41,,,,,
2026-01-01 15:10:02,5058,WS-022,user25,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 15:10:04,4768,SRV-01,LOCAL_SERVICE,system,False,,,,,,,
2026-01-01 15:14:11,4625,WS-015,tester3,tester,True,authentication,10.0.0.48,failed,3.0,,,
2026-01-01 15:16:50,4769,WS-022,user12,employee,False,,10.0.0.18,,,,,
2026-01-01 15:20:00,4688,WS-029,user14,employee,False,process_activity,,,,services.exe,,
2026-01-01 15:25:09,4648,WS-036,user8,employee,False,,10.0.0.99,,,,,
2026-01-01 15:25:33,4648,WS-016,user10,employee,False,,10.0.0.54,,,,,
2026-01-01 15:28:25,4688,WS-020,user11,employee,False,process_activity,,,,winlogon.exe,,
2026-01-01 15:38:04,5058,WS-022,user7,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 15:40:33,4672,WS-036,user8,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 15:40:45,4672,WS-020,user11,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 15:42:42,4769,WS-022,user25,employee,False,,10.0.0.20,,,,,
2026-01-01 15:44:17,5058,WS-020,user10,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 15:44:58,4672,WS-019,user5,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 15:47:13,5058,WS-005,user23,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 15:51:50,4768,WS-019,user5,employee,False,,10.0.0.193,,,,,
2026-01-01 15:52:02,4648,WS-022,user25,employee,False,,10.0.0.187,,,,,
2026-01-01 15:52:14,4688,WS-047,user6,employee,False,process_activity,,,,chrome.exe,,
2026-01-01 15:53:46,4648,WS-015,user9,employee,False,,10.0.0.81,,,,,
2026-01-01 15:54:43,4625,WS-045,tester3,tester,True,authentication,10.0.0.109,failed,10.0,,,
2026-01-01 15:55:54,4688,WS-019,user5,employee,False,process_activity,,,,winlogon.exe,,
2026-01-01 15:57:24,4624,SRV-05,tester1,tester,True,authentication,10.0.0.103,success,3.0,,,
2026-01-01 16:01:14,5058,WS-027,user4,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 16:05:25,4624,WS-006,user3,employee,False,authentication,10.0.0.29,success,10.0,,,
2026-01-01 16:10:13,4648,WS-010,user18,employee,False,,10.0.0.52,,,,,
2026-01-01 16:11:55,4672,WS-024,user0,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 16:15:54,4624,WS-022,user25,employee,False,authentication,192.168.1.170,success,10.0,,,
2026-01-01 16:16:21,5061,WS-025,user13,employee,False,crypto_activity,,,,,crypto_operation,
2026-01-01 16:16:35,4625,WS-041,user28,employee,False,authentication,10.0.0.19,failed,3.0,,,
2026-01-01 16:20:37,5061,WS-035,user13,employee,False,crypto_activity,,,,,crypto_operation,
2026-01-01 16:26:46,4634,WS-022,user12,employee,False,authentication,,logoff,,,,
2026-01-01 16:27:33,4625,WS-032,tester3,tester,True,authentication,192.168.1.10,failed,3.0,,,
2026-01-01 16:28:41,4624,WS-006,user3,employee,False,authentication,10.0.0.30,success,10.0,,,
2026-01-01 16:29:34,4648,WS-001,user22,employee,False,,10.0.0.103,,,,,
2026-01-01 16:35:32,4634,WS-019,user3,employee,False,authentication,,logoff,,,,
2026-01-01 16:37:34,4634,WS-027,user4,employee,False,authentication,,logoff,,,,
2026-01-01 16:38:36,4688,WS-022,user7,employee,False,process_activity,,,,explorer.exe,,
2026-01-01 16:39:30,4768,WS-045,user29,employee,False,,192.168.1.181,,,,,
2026-01-01 16:40:27,4625,WS-010,user18,employee,False,authentication,10.0.0.68,failed,10.0,,,
2026-01-01 16:46:01,4634,WS-022,user12,employee,False,authentication,,logoff,,,,
2026-01-01 16:57:24,5058,WS-025,user13,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 17:01:27,4688,WS-015,user9,employee,False,process_activity,,,,chrome.exe,,
2026-01-01 17:07:10,4624,WS-019,user5,employee,False,authentication,10.0.0.122,success,10.0,,,
2026-01-01 17:12:55,4634,WS-045,user2,employee,False,authentication,,logoff,,,,
2026-01-01 17:12:59,4768,WS-024,user12,employee,False,,10.0.0.68,,,,,
2026-01-01 17:14:11,4688,WS-031,user2,employee,False,process_activity,,,,svchost.exe,,
2026-01-01 17:17:45,4672,DC-02,admin2,admin,False,privilege_activity,,,,,,admin_assigned
2026-01-01 17:20:47,4769,WS-012,user27,employee,False,,10.0.0.175,,,,,
2026-01-01 17:21:02,4672,WS-001,user27,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 17:32:32,4769,WS-028,user16,employee,False,,10.0.0.196,,,,,
2026-01-01 17:42:07,4625,WS-006,user3,employee,False,authentication,10.0.0.49,failed,10.0,,,
2026-01-01 17:42:57,5058,WS-025,user13,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 17:47:51,5061,WS-022,user25,employee,False,crypto_activity,,,,,crypto_operation,
2026-01-01 17:53:02,4634,WS-022,user7,employee,False,authentication,,logoff,,,,
2026-01-01 17:54:20,5058,WS-002,user15,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 18:17:05,4688,WS-028,tester3,tester,True,process_activity,,,,powershell.exe,,
2026-01-01 18:17:22,5061,SRV-02,SYSTEM,system,False,crypto_activity,,,,,crypto_operation,
2026-01-01 19:05:48,4648,SRV-08,svc_sql,system,False,,,,,,,
2026-01-01 19:17:56,4634,SRV-07,tester4,tester,True,authentication,,logoff,,,,
2026-01-01 19:27:13,4672,WS-041,night_user6,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 19:34:34,5058,WS-016,night_user4,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 19:39:24,4625,ADMIN-02,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:24,4625,WS-038,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:25,4625,WS-015,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:26,4625,WS-010,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:26,4625,WS-026,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:27,4625,WS-004,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:28,4624,WS-005,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:28,4624,WS-006,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:28,4625,ADMIN-02,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:29,4625,WS-013,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:29,4625,WS-031,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:29,4625,SRV-01,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:31,4625,WS-019,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:32,4625,WS-017,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:32,4624,WS-032,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:32,4624,WS-012,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:32,4624,WS-032,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:33,4625,WS-005,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:34,4624,ADMIN-01,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:34,4624,WS-033,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:35,4625,WS-040,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:36,4624,WS-026,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:36,4624,WS-012,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:36,4624,WS-033,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:36,4624,ADMIN-03,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:37,4624,WS-001,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:37,4625,WS-012,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:37,4625,WS-024,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:38,4625,WS-003,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:43,4624,WS-033,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:44,4625,DC-01,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:45,4625,WS-050,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:45,4624,WS-030,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:46,4624,WS-035,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:48,4625,SRV-04,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:49,4625,WS-021,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:52,4625,WS-032,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:52,4624,WS-048,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:54,4624,WS-036,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:54,4625,WS-006,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:55,4625,WS-022,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:56,4624,WS-015,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:56,4625,WS-037,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:57,4625,WS-033,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:57,4624,SRV-05,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:58,4624,WS-035,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:58,4625,WS-043,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:39:59,4624,WS-047,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:39:59,4624,SRV-07,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:00,4625,WS-041,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:00,4624,SRV-06,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:02,4625,SRV-07,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:03,4624,SRV-10,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:05,4624,WS-023,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:07,4624,SRV-10,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:07,4625,DC-01,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:08,4625,WS-023,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:09,4624,SRV-10,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:10,4624,WS-015,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:10,4625,WS-036,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:11,4625,WS-034,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:13,4625,SRV-05,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:14,4625,WS-003,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:15,4625,WS-026,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:17,4624,WS-009,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:18,4624,WS-009,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:18,4624,WS-002,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 19:40:19,4625,DC-01,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:19,4625,WS-048,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:21,4625,WS-043,tester1,tester,True,authentication,10.0.0.111,failed,3.0,,,
2026-01-01 19:40:21,4624,SRV-02,tester1,tester,True,authentication,10.0.0.111,success,3.0,,,
2026-01-01 20:05:21,4769,SRV-07,admin2,admin,False,,10.0.0.83,,,,,
2026-01-01 20:14:12,4769,WS-045,night_user5,employee,False,,10.0.0.182,,,,,
2026-01-01 20:23:57,5058,WS-001,tester1,tester,True,crypto_activity,,,,,key_operation,
2026-01-01 20:26:44,5058,WS-011,night_user4,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 20:38:57,4624,WS-013,night_user9,employee,False,authentication,192.168.1.145,success,10.0,,,
2026-01-01 20:40:27,5058,WS-037,night_user7,employee,False,crypto_activity,,,,,key_operation,
2026-01-01 20:48:16,4672,WS-013,night_user9,employee,False,privilege_activity,,,,,,admin_assigned
2026-01-01 20:54:25,4625,WS-007,night_user0,employee,False,authentication,10.0.0.172,failed,10.0,,,
2026-01-01 20:58:46,4634,DC-01,admin2,admin,False,authentication,,logoff,,,,
2026-01-01 21:06:14,4624,WS-021,night_user2,employee,False,authentication,10.0.0.81,success,10.0,,,
2026-01-01 21:16:14,4769,WS-016,night_user1,employee,False,,10.0.0.100,,,,,
2026-01-01 21:37:40,4648,WS-028,night_user8,employee,False,,10.0.0.114,,,,,
2026-01-01 21:59:17,4648,WS-016,night_user3,employee,False,,10.0.0.117,,,,,
2026-01-01 22:05:02,4648,WS-013,night_user9,employee,False,,10.0.0.117,,,,,
2026-01-01 22:29:17,4624,WS-037,night_user7,employee,False,authentication,10.0.0.134,success,3.0,,,
2026-01-01 22:30:22,5061,ADMIN-02,admin1,admin,False,crypto_activity,,,,,crypto_operation,
2026-01-01 22:48:15,5061,SRV-02,SYSTEM,system,False,crypto_activity,,,,,crypto_operation,
2026-01-01 23:19:47,4768,WS-037,night_user7,employee,False,,10.0.0.26,,,,,
